Cash flow statement:
ts_code  ann_date f_ann_date  end_date comp_type report_type end_type    net_profit finan_exp c_fr_sale_sg recp_tax_rends  n_depos_incr_fi  n_incr_loans_cb  n_inc_borr_oth_fi prem_fr_orig_contr n_incr_insured_dep n_reinsur_prem n_incr_disp_tfa  ifc_cash_incr n_incr_disp_faas  n_incr_loans_oth_bank  n_cap_incr_repur  c_fr_oth_operate_a  c_inf_fr_operate_a c_paid_goods_s  c_paid_to_for_empl  c_paid_for_taxes  n_incr_clt_loan_adv  n_incr_dep_cbob c_pay_claims_orig_inco  pay_handling_chrg pay_comm_insur_plcy  oth_cash_pay_oper_act  st_cash_out_act  n_cashflow_act  oth_recp_ral_inv_act  c_disp_withdrwl_invest  c_recp_return_invest  n_recp_disp_fiolta n_recp_disp_sobu  stot_inflows_inv_act  c_pay_acq_const_fiolta  c_paid_invest n_disp_subs_oth_biz  oth_pay_ral_inv_act n_incr_pledge_loan  stot_out_inv_act  n_cashflow_inv_act c_recp_borrow  proc_issue_bonds  oth_cash_recp_ral_fnc_act  stot_cash_in_fnc_act  free_cashflow  c_prepay_amt_borr  c_pay_dist_dpcp_int_exp incl_dvd_profit_paid_sc_ms  oth_cashpay_ral_fnc_act  stot_cashout_fnc_act  n_cash_flows_fnc_act  eff_fx_flu_cash  n_incr_cash_cash_equ  c_cash_equ_beg_period  c_cash_equ_end_period c_recp_cap_contrib incl_cash_rec_saims uncon_invest_loss  prov_depr_assets  depr_fa_coga_dpba  amort_intang_assets  lt_amort_deferred_exp  decr_deferred_exp  incr_acc_exp  loss_disp_fiolta loss_scr_fa   loss_fv_chg  invest_loss  decr_def_inc_tax_assets  incr_def_inc_tax_liab decr_inventories  decr_oper_payable  incr_oper_payable      others  im_net_cashflow_oper_act conv_debt_into_cap conv_copbonds_due_within_1y fa_fnc_leases  im_n_incr_cash_equ  net_dism_capital_add net_cash_rece_sec  credit_impa_loss  use_right_asset_dep oth_loss_asset  end_bal_cash  beg_bal_cash  end_bal_cash_equ  beg_bal_cash_equ update_flag
74  000001.SZ  20080821   20080821  20080630         2           1        2  2.143834e+09      None         None           None     8.189571e+10              NaN                NaN               None               None           None            None   1.253880e+10             None                    NaN               NaN        2.079127e+09        9.651363e+10           None        1.267674e+09      9.559830e+08         2.628733e+10     1.412467e+10                   None       6.027916e+09                None           2.721410e+09     8.722666e+10    9.286973e+09                   NaN            4.793838e+10          3.566350e+08          12873000.0             None          4.830789e+10            9.863300e+07   6.241814e+10                None                  NaN               None      6.251677e+10       -1.420888e+10          None      6.480500e+09                        NaN          7.754760e+09  -3.186718e+09                NaN             7.375000e+06                       None                      NaN          1.657500e+07          7.738185e+09              NaN          2.816277e+09           3.055542e+10           3.337169e+10               None                None              None      1.213799e+09       1.034180e+08         1.013500e+07             37584000.0                NaN           NaN        -1408000.0        None -5.750400e+07          NaN             3.251970e+08           1.114410e+08             None      -7.234115e+10       7.865674e+10         NaN              9.286973e+09               None                        None          None        2.816277e+09          6.726785e+09              None               NaN                  NaN           None  1.133616e+09  1.062241e+09      3.223808e+10      2.949317e+10           0
75  000001.SZ  20080424   20080424  20080331         2           1        1           NaN      None         None           None     4.874000e+10              NaN                NaN               None               None           None            None   5.940196e+09             None           1.497386e+09               NaN        1.160626e+09        5.733820e+10           None        8.803160e+08      5.941160e+08         1.244801e+10     2.835249e+09                   None       3.054450e+09                None           3.077836e+10     5.351211e+10    3.826091e+09                   NaN            5.570315e+09          1.705120e+08           1804000.0             None          5.742630e+09            4.868200e+07   1.176147e+10                None                  NaN               None      1.181015e+10       -6.067524e+09          None      6.480500e+09                        NaN          6.480500e+09            NaN                NaN                      NaN                       None                      NaN                   NaN          6.480500e+09              NaN          4.239067e+09           3.055541e+10           3.479448e+10               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          2.921617e+09              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
76  000001.SZ  20080320   20080320  20071231         2           1        4  2.649903e+09      None         None           None     6.439017e+10              NaN                NaN               None               None           None            None   1.668574e+10             None           2.640297e+09               NaN        1.694298e+10        1.006592e+11           None        1.819547e+09      1.784754e+09         4.208386e+10     1.558232e+10                   None       7.799556e+09                None           1.373100e+10     8.360761e+10    1.705158e+10                   NaN            1.113714e+11          6.806420e+08         128240000.0             None          1.121803e+11            3.721980e+08   1.235399e+11                None                  NaN               None      1.239121e+11       -1.173178e+10          None               NaN                        NaN          3.136366e+09  -1.030949e+10                NaN             2.085800e+07                       None                      NaN          3.397800e+07          3.102388e+09              NaN          8.422187e+09           2.213323e+10           3.055542e+10               None                None              None      2.053759e+09       2.066520e+08         1.427500e+07                    NaN                NaN           NaN       -14700000.0        None -8.217100e+07          NaN            -1.187640e+08                    NaN             None      -7.128721e+10       8.550321e+10         NaN              1.705158e+10               None                        None          None        8.422187e+09          8.065700e+08              None               NaN                  NaN           None  1.062241e+09  9.090800e+08      2.949317e+10      2.122415e+10           0
77  000001.SZ  20071023   20071023  20070930         2           1        3           NaN      None         None           None     6.451863e+10              NaN      -6.877730e+08               None               None           None            None   1.136947e+10             None                    NaN               NaN        6.081870e+08        8.506336e+10           None        1.292840e+09      1.423209e+09         3.296911e+10     9.984175e+09                   None       4.811096e+09                None           1.206172e+09     6.447912e+10    2.058424e+10                   NaN            8.743200e+08          7.222583e+10         262909000.0             None          7.336306e+10            6.367720e+08   8.220547e+10                None                  NaN               None      8.284224e+10       -9.479182e+09          None               NaN                        NaN                   NaN            NaN                NaN             1.266600e+07                       None                      NaN          1.266600e+07         -1.266600e+07              NaN          1.109239e+10           2.213323e+10           3.322562e+10               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN                   NaN              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
78  000001.SZ  20070816   20070816  20070630         2           1        2  1.123983e+09      None         None           None     4.162461e+10     8.641000e+07       2.175380e+09               None               None           None            None   7.003993e+09             None                    NaN               NaN        6.632956e+09        5.752335e+10           None        9.225370e+08      9.167840e+08         2.595719e+10     6.330303e+09                   None       2.802006e+09                None           6.707986e+09     4.435264e+10    1.317071e+10            16887000.0            5.660045e+10          5.465320e+08                 NaN             None          5.716387e+10            9.704500e+07   5.964001e+10                None                  NaN               None      5.973706e+10       -2.573190e+09          None               NaN                        NaN                   NaN            NaN                NaN             1.264100e+07                       None                      NaN          1.264100e+07         -1.264100e+07              NaN          1.058488e+10           2.213323e+10           3.271811e+10               None                None              None      9.974860e+08       1.027010e+08         6.146000e+06             37285000.0                NaN           NaN          294000.0        None -1.299300e+07 -605002000.0             1.243320e+08          -5.542400e+07             None      -3.992260e+10       5.136028e+10         NaN              1.317071e+10               None                        None          None        1.058488e+10                   NaN              None               NaN                  NaN           None  8.438130e+08  9.090800e+08      3.187429e+10      2.122415e+10           0
79  000001.SZ  20070426   20070426  20070331         2           1        1           NaN      None         None           None     2.017491e+10              NaN      -3.736559e+09               None               None           None            None   3.146183e+09             None                    NaN               NaN        2.051423e+09        2.846352e+10           None        6.091834e+08      3.448625e+08                  NaN     3.638747e+09                   None       1.302907e+09                None           9.100021e+08     2.474416e+10    3.719364e+09                   NaN                     NaN                   NaN          67299343.0             None          2.675664e+10            7.462708e+08            NaN                None                  NaN               None      3.042915e+10       -3.672515e+09          None               NaN                        NaN                   NaN            NaN                NaN                      NaN                       None                      NaN                   NaN                   NaN              NaN          4.684846e+07           1.800752e+10           1.805436e+10               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN                   NaN              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
80  000001.SZ  20070322   20070322  20061231         2           1        4  1.302907e+09      None         None           None     3.699054e+10              NaN                NaN               None               None           None            None   1.034763e+10             None                    NaN               NaN        1.009763e+09        4.948656e+10           None        1.230566e+09               NaN                  NaN     2.675420e+09                   None       4.947326e+09                None           1.790982e+09     4.207617e+10    7.410385e+09                   NaN                     NaN                   NaN         363958757.0             None          5.112229e+10            2.499833e+08            NaN                None                  NaN               None      5.997183e+10       -8.849543e+09          None               NaN                        NaN                   NaN            NaN                NaN                      NaN                       None                      NaN          1.227269e+06         -1.227269e+06              NaN         -1.440385e+09           1.944790e+10           1.800752e+10               None                None              None      7.964147e+08       2.815054e+08         3.356762e+07             25047600.0                NaN           NaN       -59927542.0        None  4.928960e+06 -990846089.0            -1.754653e+06          -1.478719e+07             None      -3.053774e+10       3.629613e+10   2900107.0              7.138344e+09               None                        None          None       -1.440385e+09                   NaN              None               NaN                  NaN           None  1.356269e+10  1.221644e+10      4.444825e+09      7.231455e+09           0
81  000001.SZ  20061026   20061026  20060930         2           1        3  8.902956e+08      None         None           None     2.128691e+10              NaN       1.810000e+07               None               None           None            None   7.505273e+09             None                    NaN               NaN        1.961730e+09        3.084382e+10           None        8.723329e+08               NaN         1.995148e+10     4.685024e+08                   None       3.619684e+09                None           1.785413e+09     2.459029e+10    6.253525e+09                   NaN                     NaN                   NaN         304908947.0             None          1.589356e+09            6.356869e+07            NaN                None         -150647074.0               None      9.950768e+09       -8.361412e+09          None               NaN                        NaN                   NaN            NaN                NaN                      NaN                       None                      NaN                   NaN                   NaN    -2.672470e+07         -2.134612e+09                    NaN                    NaN               None                None              None      9.931404e+08       2.205977e+08         1.516713e+07             13239923.0        -17840462.0    32942923.0       -56611288.0        None -2.694666e+06 -690617600.0                      NaN                    NaN             None      -1.747751e+10       2.277426e+10         NaN              6.166820e+09               None                        None          None       -2.134612e+09                   NaN              None               NaN                  NaN           None  9.666321e+08  7.879924e+08      1.634666e+10      1.865991e+10           0
82  000001.SZ  20060818   20060818  20060630         2           1        2  4.636207e+08      None         None           None     8.315271e+09              NaN                NaN               None               None           None            None            NaN             None                    NaN      1.145795e+10        4.607416e+08        2.486822e+10           None        5.786818e+08      7.432734e+08         2.006744e+10    -8.885204e+08                   None       2.265120e+09                None           8.009120e+08     2.213706e+10    2.731155e+09                   NaN                     NaN                   NaN         310489258.0             None          1.330712e+09            9.769324e+07            NaN                None          202232434.0               None      9.101454e+09       -7.770742e+09          None               NaN                        NaN                   NaN            NaN                NaN                      NaN                       None                      NaN                   NaN                   NaN    -1.297635e+07         -5.052563e+09                    NaN                    NaN               None                None              None      6.775020e+08       1.477328e+08         1.137729e+07              8836939.0         -7494400.0    43698540.0       -56377178.0        None  2.396119e+07 -457083994.0                      NaN                    NaN             None      -1.773398e+10       1.982734e+10         NaN              2.731155e+09               None                        None          None       -5.052563e+09                   NaN              None               NaN                  NaN           None  6.891228e+08  7.879924e+08      1.370621e+10      1.865991e+10           0
83  000001.SZ  20060426   20060426  20060331         2           1        1           NaN      None         None           None              NaN              NaN                NaN               None               None           None            None            NaN             None                    NaN               NaN        5.482135e+08        1.447810e+10           None        3.036651e+08      1.702035e+08                  NaN              NaN                   None                NaN                None           3.456765e+08     8.147715e+08    1.366333e+10                   NaN            2.094553e+10                   NaN                 NaN             None          2.111916e+10            3.625498e+07   3.392776e+10                None                  NaN               None      3.396402e+10       -1.284486e+10          None               NaN                        NaN                   NaN            NaN                NaN                      NaN                       None                      NaN                   NaN                   NaN     5.588610e+05          8.167445e+08                    NaN                    NaN               None                None              None      3.400483e+08       7.378188e+07         7.078981e+06              3866441.0        -19028651.0    26619935.0               NaN        None           NaN -176305078.0                      NaN                    NaN             None       3.131070e+09       1.006508e+10    726211.0              1.366333e+10               None                        None          None        8.167445e+08                   NaN              None               NaN                  NaN           None  8.100602e+08  7.879924e+08      1.945458e+10      1.865991e+10           0
84  000001.SZ  20070322   20060401  20051231         2           1        4  3.110076e+08      None         None           None     3.675111e+10              NaN                NaN               None               None           None            None   7.969827e+09             None                    NaN               NaN        1.696155e+09        4.908639e+10           None        1.041394e+09      8.485201e+08         3.070565e+10     2.295156e+09                   None       3.662638e+09                None           1.767327e+09     5.337198e+10   -4.285584e+09                   NaN                     NaN                   NaN                 NaN             None          9.642695e+09            8.726955e+08            NaN                None                  NaN               None      1.495631e+09        8.147063e+09          None               NaN                        NaN                   NaN            NaN                NaN                      NaN                       None                      NaN          1.305880e+05         -1.305880e+05    -4.255771e+07          3.818791e+09           1.562911e+10           1.944790e+10               None                None              None      1.197373e+09       3.303496e+08         3.158108e+07             19617202.0                NaN           NaN               NaN        None -2.318989e+06 -895500992.0            -2.485915e+08           3.682711e+07             None      -3.081453e+10       2.570879e+10  39802581.0             -4.285584e+09               None                        None          None        3.818791e+09                   NaN              None               NaN                  NaN           None  1.221644e+10  9.526450e+09      7.231455e+09      6.102659e+09           0

Resource: Failed to retrieve data: 429

Instruction: 
Dive into a comprehensive evaluation of the company's cash flow for the latest fiscal year, focusing on cash inflows 
and outflows across operating, investing, and financing activities. Examine the operational cash flow to assess the 
core business profitability, scrutinize investing activities for insights into capital expenditures and investments, 
and review financing activities to understand debt, equity movements, and dividend policies. Compare these cash movements 
to prior periods to discern trends, sustainability, and liquidity risks. Conclude with an informed analysis of the company's 
cash management effectiveness, liquidity position, and potential for future growth or financial challenges in a single paragraph. 
Less than 130 words.
